fid,rid,time,lat,lng,_count,_sum,_mean,_median,_stdev,_min,_max
"1684","1683",11:40:40.000,49.503870732999999,5.936682333300000,1096.000000000000000,5209.758880615234375,4.753429635597842,4.318771362304689,2.556898482264912,1.004150390625000,13.762573242187500
"1685","1684",11:40:41.000,49.503854783000001,5.936679150000000,1071.000000000000000,5032.005767822265625,4.698418083867662,4.272338867187500,2.521024871483654,1.004150390625000,13.762573242187500
"1686","1685",11:40:42.000,49.503840132999997,5.936677566700000,1044.000000000000000,4868.381927490234375,4.663201079971490,4.251037597656250,2.505040800291293,1.004150390625000,13.762573242187500
"1687","1686",11:40:43.000,49.503826183000001,5.936675833300000,1013.000000000000000,4692.188293457031250,4.631972649019774,4.200561523437500,2.503719110792014,1.004150390625000,13.762573242187500
"1688","1687",11:40:44.000,49.503813332999997,5.936675116700000,987.000000000000000,4540.115447998046875,4.599914334344526,4.149200439453125,2.506517154413202,1.004150390625000,13.762573242187500
"1689","1688",11:40:45.000,49.503800183000003,5.936674716700000,957.000000000000000,4378.396270751953125,4.575126719699012,4.105712890625000,2.508264681041526,1.004150390625000,13.762573242187500
"1690","1689",11:40:46.000,49.503784850000002,5.936673733300000,922.000000000000000,4170.650146484375000,4.523481720698888,4.040664672851562,2.480292809182175,1.004150390625000,13.762573242187500
"1691","1690",11:40:47.000,49.503768000000001,5.936672666700000,888.000000000000000,3897.192108154296875,4.388729851525109,3.953262329101562,2.367130300019411,1.004150390625000,13.762573242187500
"1692","1691",11:40:48.000,49.503749917000000,5.936669233300000,844.000000000000000,3523.789337158202670,4.175105849713512,3.855850219726562,2.130608154960740,1.004150390625000,12.335784912109377
"1693","1692",11:40:49.000,49.503733617000002,5.936664166700000,819.000000000000000,3326.175323486328125,4.061264131240938,3.797485351562500,2.014590005368500,1.004150390625000,11.444702148437500
"1694","1693",11:40:50.000,49.503717967000000,5.936656383300000,788.000000000000000,3152.943756103515625,4.001197660029842,3.761154174804688,1.957797756785205,1.004150390625000,11.444702148437500
"1695","1694",11:40:51.000,49.503703100000003,5.936648533300000,757.000000000000000,2978.891754150390625,3.935127812616104,3.704620361328125,1.931119482052202,1.004150390625000,11.444702148437500
"1696","1695",11:40:52.000,49.503688883000002,5.936641400000000,716.000000000000000,2783.736755371093295,3.887900496328343,3.631851196289062,1.943660255755802,1.004150390625000,11.444702148437500
"1697","1696",11:40:53.000,49.503674566999997,5.936633050000000,684.000000000000000,2650.521545410156250,3.875031499137656,3.607116699218750,1.961741020322461,1.004150390625000,11.444702148437500
"1698","1697",11:40:54.000,49.503662067000000,5.936624233300000,654.000000000000000,2532.789611816405795,3.872766990544964,3.613800048828125,1.973104958838832,1.004150390625000,11.444702148437500
"1699","1698",11:40:55.000,49.503649682999999,5.936613916700000,622.000000000000000,2399.735473632812500,3.858095616773010,3.571624755859375,1.989733508761934,1.004150390625000,11.444702148437500
"1700","1699",11:40:56.000,49.503637232999999,5.936604766700000,590.000000000000000,2235.576660156250000,3.789112983315678,3.545425415039062,1.971050559185174,1.004150390625000,11.444702148437500
"1701","1700",11:40:57.000,49.503624350000003,5.936597616700000,559.000000000000000,2075.072631835937500,3.712115620457849,3.503723144531250,1.888295825071335,1.004150390625000,11.444702148437500
"1702","1701",11:40:58.000,49.503612433000001,5.936591083300000,542.000000000000000,1988.894104003906250,3.669546317350381,3.499481201171875,1.826224820616620,1.004150390625000,11.444702148437500
"1703","1702",11:40:59.000,49.503601717000002,5.936585566700000,513.000000000000000,1825.222869873046875,3.557939317491320,3.441772460937500,1.669792090977733,1.004150390625000,10.926910400390623
"1704","1703",11:41:00.000,49.503592716999997,5.936580833300000,497.000000000000000,1740.966796875000000,3.502951301559356,3.419647216796875,1.582093780974208,1.004150390625000,10.741638183593750
"1705","1704",11:41:01.000,49.503582399999999,5.936571850000000,471.000000000000000,1598.881408691406250,3.394652672380905,3.339233398437500,1.437845773338673,1.004150390625000,7.672424316406250
"1706","1705",11:41:02.000,49.503568667000003,5.936558916700000,443.000000000000000,1474.942962646484375,3.329442353603802,3.231262207031250,1.402136872095316,1.004150390625000,6.800292968750000
"1707","1706",11:41:03.000,49.503555517000002,5.936546800000000,411.000000000000000,1353.470336914062500,3.293115174973388,3.188171386718750,1.431490293271571,1.004150390625000,6.800292968750000
"1708","1707",11:41:04.000,49.503543450000002,5.936538700000000,395.000000000000000,1303.764709472656023,3.300670150563687,3.170135498046875,1.447587197561007,1.004150390625000,6.800292968750000
