rid,time,satnum,elev,azim,SNR
1,13:29:49 Z,01,08,159,10
1,13:29:49 Z,03,44,104,27
1,13:29:49 Z,04,78,087,31
1,13:29:49 Z,06,48,296,22
1,13:29:49 Z,07,06,183,
1,13:29:49 Z,09,60,229,36
1,13:29:49 Z,11,18,316,17
1,13:29:49 Z,17,09,229,
1,13:29:49 Z,19,21,251,29
1,13:29:49 Z,26,07,075,15
1,13:29:49 Z,31,15,036,15
2,13:29:54 Z,01,08,159,13
2,13:29:54 Z,03,44,104,34
2,13:29:54 Z,04,78,087,27
2,13:29:54 Z,06,48,296,28
2,13:29:54 Z,07,06,183,
2,13:29:54 Z,09,60,229,40
2,13:29:54 Z,11,18,316,18
2,13:29:54 Z,17,09,229,
2,13:29:54 Z,19,21,251,29
2,13:29:54 Z,26,08,075,12
2,13:29:54 Z,31,15,036,16
3,13:29:59 Z,01,08,159,09
3,13:29:59 Z,03,44,104,33
3,13:29:59 Z,04,78,087,24
3,13:29:59 Z,06,48,296,21
3,13:29:59 Z,07,06,183,
3,13:29:59 Z,09,60,229,35
3,13:29:59 Z,11,18,316,21
3,13:29:59 Z,17,09,229,
3,13:29:59 Z,19,21,251,33
3,13:29:59 Z,26,08,075,08
3,13:29:59 Z,31,14,036,14
4,13:30:04 Z,01,08,159,11
4,13:30:04 Z,03,44,104,32
4,13:30:04 Z,04,78,087,30
4,13:30:04 Z,06,48,296,24
4,13:30:04 Z,07,06,183,
4,13:30:04 Z,09,60,229,39
4,13:30:04 Z,11,18,316,17
4,13:30:04 Z,17,09,229,
4,13:30:04 Z,19,21,251,27
4,13:30:04 Z,26,08,075,09
4,13:30:04 Z,31,14,036,15
5,13:30:09 Z,01,08,159,09
5,13:30:09 Z,03,44,104,33
5,13:30:09 Z,04,78,087,27
5,13:30:09 Z,06,48,296,24
5,13:30:09 Z,07,06,183,
5,13:30:09 Z,09,60,229,38
5,13:30:09 Z,11,18,316,22
5,13:30:09 Z,17,09,229,
5,13:30:09 Z,19,21,251,35
5,13:30:09 Z,26,08,075,13
5,13:30:09 Z,31,14,036,11
6,13:30:14 Z,01,08,159,08
6,13:30:14 Z,03,44,104,37
6,13:30:14 Z,04,78,087,31
6,13:30:14 Z,06,48,296,27
6,13:30:14 Z,07,06,183,
6,13:30:14 Z,09,60,229,31
6,13:30:14 Z,11,18,316,16
6,13:30:14 Z,17,09,229,16
6,13:30:14 Z,19,21,251,37
6,13:30:14 Z,26,08,075,12
6,13:30:14 Z,31,14,036,19
7,13:30:19 Z,01,08,159,10
7,13:30:19 Z,03,43,104,30
7,13:30:19 Z,04,77,086,26
7,13:30:19 Z,06,49,296,22
7,13:30:19 Z,07,06,182,
7,13:30:19 Z,09,60,229,29
7,13:30:19 Z,11,18,316,24
7,13:30:19 Z,17,09,229,08
7,13:30:19 Z,19,21,251,38
7,13:30:19 Z,26,08,075,14
7,13:30:19 Z,31,14,036,21
8,13:30:24 Z,01,08,159,13
8,13:30:24 Z,03,43,104,29
8,13:30:24 Z,04,77,086,20
8,13:30:24 Z,06,49,296,15
8,13:30:24 Z,07,06,182,
8,13:30:24 Z,09,60,229,37
8,13:30:24 Z,11,18,316,18
8,13:30:24 Z,17,09,229,
8,13:30:24 Z,19,21,251,28
8,13:30:24 Z,26,08,075,
8,13:30:24 Z,31,14,036,15
9,13:30:29 Z,01,08,159,09
9,13:30:29 Z,03,43,104,32
9,13:30:29 Z,04,77,086,21
9,13:30:29 Z,06,49,296,19
9,13:30:29 Z,07,06,182,
9,13:30:29 Z,09,60,229,37
9,13:30:29 Z,11,18,316,16
9,13:30:29 Z,17,09,228,18
9,13:30:29 Z,19,21,251,31
9,13:30:29 Z,26,08,075,
9,13:30:29 Z,31,14,036,14
10,13:30:34 Z,01,08,159,08
10,13:30:34 Z,03,43,104,35
10,13:30:34 Z,04,77,086,27
10,13:30:34 Z,06,49,296,20
10,13:30:34 Z,07,06,182,
10,13:30:34 Z,09,60,229,25
10,13:30:34 Z,11,18,316,13
10,13:30:34 Z,17,09,228,16
10,13:30:34 Z,19,21,251,21
10,13:30:34 Z,26,08,075,
10,13:30:34 Z,31,14,036,17
11,13:30:39 Z,01,08,159,11
11,13:30:39 Z,03,43,104,35
11,13:30:39 Z,04,77,086,27
11,13:30:39 Z,06,49,296,19
11,13:30:39 Z,07,06,182,
11,13:30:39 Z,09,60,229,33
11,13:30:39 Z,11,18,316,15
11,13:30:39 Z,17,09,228,
11,13:30:39 Z,19,21,251,31
11,13:30:39 Z,26,08,075,
11,13:30:39 Z,31,14,036,13
12,13:30:44 Z,01,08,159,09
12,13:30:44 Z,03,43,104,33
12,13:30:44 Z,04,77,086,30
12,13:30:44 Z,06,49,296,22
12,13:30:44 Z,07,06,182,
12,13:30:44 Z,09,60,229,37
12,13:30:44 Z,11,18,316,09
12,13:30:44 Z,17,09,228,
12,13:30:44 Z,19,21,251,29
12,13:30:44 Z,26,08,075,
12,13:30:44 Z,31,14,036,18
13,13:30:49 Z,01,08,159,08
13,13:30:49 Z,03,43,104,33
13,13:30:49 Z,04,77,086,26
13,13:30:49 Z,06,49,296,29
13,13:30:49 Z,07,06,182,
13,13:30:49 Z,09,60,229,37
13,13:30:49 Z,11,18,316,15
13,13:30:49 Z,17,09,228,
13,13:30:49 Z,19,21,251,27
13,13:30:49 Z,26,08,075,
13,13:30:49 Z,31,14,036,12
14,13:30:54 Z,01,08,159,09
14,13:30:54 Z,03,43,104,35
14,13:30:54 Z,04,77,086,27
14,13:30:54 Z,06,49,296,30
14,13:30:54 Z,07,06,182,
14,13:30:54 Z,09,60,229,34
14,13:30:54 Z,11,18,316,15
14,13:30:54 Z,17,09,228,14
14,13:30:54 Z,19,21,251,27
14,13:30:54 Z,26,08,075,
14,13:30:54 Z,31,14,036,12
15,13:30:59 Z,01,08,159,08
15,13:30:59 Z,03,43,104,29
15,13:30:59 Z,04,77,086,31
15,13:30:59 Z,06,49,296,21
15,13:30:59 Z,07,06,182,
15,13:30:59 Z,09,60,229,44
15,13:30:59 Z,11,18,316,16
15,13:30:59 Z,17,09,228,
15,13:30:59 Z,19,21,251,32
15,13:30:59 Z,26,08,075,
15,13:30:59 Z,31,14,036,12
16,13:31:04 Z,01,08,159,09
16,13:31:04 Z,03,43,104,32
16,13:31:04 Z,04,77,085,28
16,13:31:04 Z,06,49,295,12
16,13:31:04 Z,07,07,182,
16,13:31:04 Z,09,60,229,28
16,13:31:04 Z,11,18,316,22
16,13:31:04 Z,17,09,228,19
16,13:31:04 Z,19,21,251,35
16,13:31:04 Z,26,08,075,
16,13:31:04 Z,31,14,036,15
17,13:31:09 Z,01,08,159,09
17,13:31:09 Z,03,43,104,25
17,13:31:09 Z,04,77,085,26
17,13:31:09 Z,06,49,295,21
17,13:31:09 Z,07,07,182,
17,13:31:09 Z,09,60,229,26
17,13:31:09 Z,11,18,315,19
17,13:31:09 Z,17,09,228,14
17,13:31:09 Z,19,21,251,34
17,13:31:09 Z,26,08,075,
17,13:31:09 Z,31,14,036,07
18,13:31:14 Z,01,08,159,11
18,13:31:14 Z,03,43,104,34
18,13:31:14 Z,04,77,085,29
18,13:31:14 Z,06,49,295,25
18,13:31:14 Z,07,07,182,
18,13:31:14 Z,09,60,229,28
18,13:31:14 Z,11,18,315,
18,13:31:14 Z,17,09,228,19
18,13:31:14 Z,19,21,251,32
18,13:31:14 Z,26,08,075,
18,13:31:14 Z,31,14,036,12
19,13:31:19 Z,01,08,159,12
19,13:31:19 Z,03,43,104,26
19,13:31:19 Z,04,77,085,27
19,13:31:19 Z,06,49,295,27
19,13:31:19 Z,07,07,182,
19,13:31:19 Z,09,60,229,26
19,13:31:19 Z,11,18,315,17
19,13:31:19 Z,17,09,228,09
19,13:31:19 Z,19,20,251,31
19,13:31:19 Z,26,08,075,
19,13:31:19 Z,31,14,036,17
20,13:31:24 Z,01,08,159,11
20,13:31:24 Z,03,43,104,32
20,13:31:24 Z,04,77,085,28
20,13:31:24 Z,06,49,295,26
21,13:31:24 Z,01,08,159,11
21,13:31:24 Z,03,43,104,32
21,13:31:24 Z,04,77,085,28
21,13:31:24 Z,06,49,295,26
21,13:31:24 Z,07,07,182,
21,13:31:24 Z,09,60,229,33
21,13:31:24 Z,11,18,315,09
21,13:31:24 Z,17,09,228,08
21,13:31:24 Z,19,20,251,34
21,13:31:24 Z,26,08,075,
21,13:31:24 Z,31,14,036,11
22,13:31:29 Z,01,08,159,11
22,13:31:29 Z,03,43,104,31
22,13:31:29 Z,04,77,085,20
22,13:31:29 Z,06,49,295,22
22,13:31:29 Z,07,07,182,
22,13:31:29 Z,09,60,229,28
22,13:31:29 Z,11,18,315,13
22,13:31:29 Z,17,09,228,11
22,13:31:29 Z,19,20,251,34
22,13:31:29 Z,26,08,075,
22,13:31:29 Z,31,14,036,11
23,13:31:34 Z,01,08,159,09
23,13:31:34 Z,03,43,104,29
23,13:31:34 Z,04,77,085,21
23,13:31:34 Z,06,49,295,23
23,13:31:34 Z,07,07,182,
23,13:31:34 Z,09,60,229,29
23,13:31:34 Z,11,18,315,16
23,13:31:34 Z,17,09,228,08
23,13:31:34 Z,19,20,251,33
23,13:31:34 Z,26,08,075,
23,13:31:34 Z,31,14,036,13
24,13:31:39 Z,01,08,159,09
24,13:31:39 Z,03,43,104,34
24,13:31:39 Z,04,77,085,26
24,13:31:39 Z,06,49,295,25
24,13:31:39 Z,07,07,182,
24,13:31:39 Z,09,60,229,36
24,13:31:39 Z,11,18,315,10
24,13:31:39 Z,17,09,228,13
24,13:31:39 Z,19,20,251,28
24,13:31:39 Z,26,08,075,
24,13:31:39 Z,31,14,036,09
25,13:31:44 Z,01,07,159,11
25,13:31:44 Z,03,43,104,35
25,13:31:44 Z,04,77,085,22
25,13:31:44 Z,06,49,295,18
25,13:31:44 Z,07,07,182,
25,13:31:44 Z,09,60,229,37
25,13:31:44 Z,11,18,315,16
25,13:31:44 Z,17,09,228,08
25,13:31:44 Z,19,20,251,33
25,13:31:44 Z,26,08,075,
25,13:31:44 Z,31,14,036,16
26,13:31:49 Z,01,07,159,06
26,13:31:49 Z,03,43,104,36
26,13:31:49 Z,04,77,084,26
26,13:31:49 Z,06,49,295,14
26,13:31:49 Z,07,07,182,
26,13:31:49 Z,09,60,229,27
26,13:31:49 Z,11,18,315,08
26,13:31:49 Z,17,09,228,13
26,13:31:49 Z,19,20,251,33
26,13:31:49 Z,26,08,075,
26,13:31:49 Z,31,14,036,15
27,13:31:54 Z,01,07,159,09
27,13:31:54 Z,03,43,104,36
27,13:31:54 Z,04,77,084,20
27,13:31:54 Z,06,49,295,16
27,13:31:54 Z,07,07,182,
27,13:31:54 Z,09,61,230,27
27,13:31:54 Z,11,19,315,
27,13:31:54 Z,17,09,228,09
27,13:31:54 Z,19,20,251,33
27,13:31:54 Z,26,08,075,
27,13:31:54 Z,31,14,036,12
28,13:31:59 Z,01,07,159,09
28,13:31:59 Z,03,43,104,32
28,13:31:59 Z,04,77,084,25
28,13:31:59 Z,06,49,295,16
28,13:31:59 Z,07,07,182,
28,13:31:59 Z,09,61,230,23
28,13:31:59 Z,11,19,315,
28,13:31:59 Z,17,09,228,10
28,13:31:59 Z,19,20,251,31
28,13:31:59 Z,26,08,075,
28,13:31:59 Z,31,14,036,09
29,13:32:04 Z,01,07,159,10
29,13:32:04 Z,03,43,104,31
29,13:32:04 Z,04,77,084,23
29,13:32:04 Z,06,49,295,20
29,13:32:04 Z,07,07,182,
29,13:32:04 Z,09,61,230,22
29,13:32:04 Z,11,19,315,
29,13:32:04 Z,17,09,228,09
29,13:32:04 Z,19,20,250,31
29,13:32:04 Z,26,08,075,
29,13:32:04 Z,31,14,036,14
30,13:32:09 Z,01,07,159,10
30,13:32:09 Z,03,43,104,37
30,13:32:09 Z,04,77,084,25
30,13:32:09 Z,06,49,295,16
30,13:32:09 Z,07,07,182,
30,13:32:09 Z,09,61,230,34
30,13:32:09 Z,11,19,315,
30,13:32:09 Z,17,09,228,10
30,13:32:09 Z,19,20,250,28
30,13:32:09 Z,26,08,074,
30,13:32:09 Z,31,14,036,17
31,13:32:14 Z,01,07,159,08
31,13:32:14 Z,03,43,104,27
31,13:32:14 Z,04,77,084,32
31,13:32:14 Z,06,49,295,23
31,13:32:14 Z,07,07,182,
31,13:32:14 Z,09,61,230,42
31,13:32:14 Z,11,19,315,18
31,13:32:14 Z,17,09,228,19
31,13:32:14 Z,19,20,250,30
31,13:32:14 Z,26,08,074,
31,13:32:14 Z,31,14,036,10
32,13:32:19 Z,01,07,159,09
32,13:32:19 Z,03,43,104,27
32,13:32:19 Z,04,77,084,22
32,13:32:19 Z,06,49,295,24
32,13:32:19 Z,07,07,182,
32,13:32:19 Z,09,61,230,26
32,13:32:19 Z,11,19,315,18
32,13:32:19 Z,17,09,228,09
32,13:32:19 Z,19,20,250,32
32,13:32:19 Z,26,08,074,16
32,13:32:19 Z,31,14,036,15
33,13:32:24 Z,01,07,159,07
33,13:32:24 Z,03,43,104,27
33,13:32:24 Z,04,77,084,24
33,13:32:24 Z,06,49,295,28
33,13:32:24 Z,07,07,182,
33,13:32:24 Z,09,61,230,25
33,13:32:24 Z,11,19,315,24
33,13:32:24 Z,17,09,228,
33,13:32:24 Z,19,20,250,26
33,13:32:24 Z,26,08,074,11
33,13:32:24 Z,31,14,036,10
34,13:32:29 Z,01,07,159,08
34,13:32:29 Z,03,43,104,20
34,13:32:29 Z,04,77,084,24
34,13:32:29 Z,06,49,295,27
34,13:32:29 Z,07,07,182,
34,13:32:29 Z,09,61,230,24
34,13:32:29 Z,11,19,315,22
34,13:32:29 Z,17,09,228,
34,13:32:29 Z,19,20,250,28
34,13:32:29 Z,26,08,074,14
34,13:32:29 Z,31,14,036,12
35,13:32:34 Z,01,07,159,09
35,13:32:34 Z,03,42,105,34
35,13:32:34 Z,04,76,083,28
35,13:32:34 Z,06,49,294,17
35,13:32:34 Z,07,07,182,
35,13:32:34 Z,09,61,230,32
35,13:32:34 Z,11,19,315,21
35,13:32:34 Z,17,09,228,13
35,13:32:34 Z,19,20,250,38
35,13:32:34 Z,26,08,074,
35,13:32:34 Z,31,14,036,18
36,13:32:39 Z,01,07,159,07
36,13:32:39 Z,03,42,105,34
36,13:32:39 Z,04,76,083,24
36,13:32:39 Z,06,49,294,20
36,13:32:39 Z,07,07,182,
36,13:32:39 Z,09,61,230,34
36,13:32:39 Z,11,19,315,18
36,13:32:39 Z,17,09,228,11
36,13:32:39 Z,19,20,250,36
36,13:32:39 Z,26,08,074,
36,13:32:39 Z,31,14,036,13
37,13:32:44 Z,01,07,159,08
37,13:32:44 Z,03,42,105,27
37,13:32:44 Z,04,76,083,18
37,13:32:44 Z,06,49,294,18
37,13:32:44 Z,07,07,182,
37,13:32:44 Z,09,61,230,32
37,13:32:44 Z,11,19,315,18
37,13:32:44 Z,17,08,228,11
37,13:32:44 Z,19,20,250,34
37,13:32:44 Z,26,08,074,
37,13:32:44 Z,31,14,036,08
38,13:32:49 Z,01,07,159,09
38,13:32:49 Z,03,42,105,29
38,13:32:49 Z,04,76,083,22
38,13:32:49 Z,06,49,294,20
38,13:32:49 Z,07,07,182,
38,13:32:49 Z,09,61,230,33
38,13:32:49 Z,11,19,315,15
38,13:32:49 Z,17,08,228,08
38,13:32:49 Z,19,20,250,37
38,13:32:49 Z,26,08,074,
38,13:32:49 Z,31,14,036,11
39,13:32:54 Z,01,07,159,11
39,13:32:54 Z,03,42,105,28
39,13:32:54 Z,04,76,083,16
39,13:32:54 Z,06,49,294,23
39,13:32:54 Z,07,07,182,
39,13:32:54 Z,09,61,230,32
39,13:32:54 Z,11,19,315,15
39,13:32:54 Z,17,08,228,
39,13:32:54 Z,19,20,250,34
39,13:32:54 Z,26,08,074,
39,13:32:54 Z,31,14,036,10
40,13:32:59 Z,01,07,159,09
40,13:32:59 Z,03,42,105,23
40,13:32:59 Z,04,76,083,19
40,13:32:59 Z,06,49,294,19
40,13:32:59 Z,07,07,182,
40,13:32:59 Z,09,61,230,34
40,13:32:59 Z,11,19,315,17
40,13:32:59 Z,17,08,228,
40,13:32:59 Z,19,20,250,36
40,13:32:59 Z,26,08,074,
40,13:32:59 Z,31,13,036,10
41,13:33:04 Z,01,07,159,10
41,13:33:04 Z,03,42,105,15
41,13:33:04 Z,04,76,083,09
41,13:33:04 Z,06,49,294,17
41,13:33:04 Z,07,07,182,
41,13:33:04 Z,09,61,230,34
41,13:33:04 Z,11,19,315,18
41,13:33:04 Z,17,08,228,
41,13:33:04 Z,19,20,250,36
41,13:33:04 Z,26,08,074,
41,13:33:04 Z,31,13,036,15
42,13:33:09 Z,01,07,159,10
42,13:33:09 Z,03,42,105,10
42,13:33:09 Z,04,76,083,09
42,13:33:09 Z,06,49,294,18
42,13:33:09 Z,07,07,182,
42,13:33:09 Z,09,61,230,32
42,13:33:09 Z,11,19,315,16
42,13:33:09 Z,17,08,228,
42,13:33:09 Z,19,20,250,36
42,13:33:09 Z,26,08,074,
42,13:33:09 Z,31,13,036,12
43,13:33:14 Z,01,07,159,10
43,13:33:14 Z,03,42,105,21
43,13:33:14 Z,04,76,083,18
43,13:33:14 Z,06,49,294,21
43,13:33:14 Z,07,07,182,
43,13:33:14 Z,09,61,230,34
43,13:33:14 Z,11,19,315,16
43,13:33:14 Z,17,08,228,
43,13:33:14 Z,19,20,250,35
43,13:33:14 Z,26,08,074,
43,13:33:14 Z,31,13,036,11
44,13:33:19 Z,01,07,159,11
44,13:33:19 Z,03,42,105,21
44,13:33:19 Z,04,76,082,18
44,13:33:19 Z,06,50,294,18
44,13:33:19 Z,07,08,182,
44,13:33:19 Z,09,61,230,33
44,13:33:19 Z,11,19,315,18
44,13:33:19 Z,17,08,228,
44,13:33:19 Z,19,20,250,36
44,13:33:19 Z,26,08,074,
44,13:33:19 Z,31,13,036,13
45,13:33:24 Z,01,07,159,12
45,13:33:24 Z,03,42,105,21
45,13:33:24 Z,04,76,082,18
45,13:33:24 Z,06,50,294,18
45,13:33:24 Z,07,08,182,
45,13:33:24 Z,09,62,230,32
45,13:33:24 Z,11,19,315,19
45,13:33:24 Z,17,08,228,
45,13:33:24 Z,19,20,250,35
45,13:33:24 Z,26,08,074,
45,13:33:24 Z,31,13,036,08
46,13:33:29 Z,01,07,159,07
46,13:33:29 Z,03,42,105,27
46,13:33:29 Z,04,76,082,23
46,13:33:29 Z,06,50,294,21
46,13:33:29 Z,07,08,182,
46,13:33:29 Z,09,62,230,33
46,13:33:29 Z,11,19,315,11
46,13:33:29 Z,17,08,228,
46,13:33:29 Z,19,20,250,34
46,13:33:29 Z,26,08,074,
46,13:33:29 Z,31,13,036,09
47,13:33:34 Z,01,07,159,10
47,13:33:34 Z,03,42,105,34
47,13:33:34 Z,04,76,082,15
47,13:33:34 Z,06,50,294,21
47,13:33:34 Z,07,08,182,
47,13:33:34 Z,09,62,230,27
47,13:33:34 Z,11,19,315,
47,13:33:34 Z,17,08,228,
47,13:33:34 Z,19,20,250,37
47,13:33:34 Z,26,08,074,
47,13:33:34 Z,31,13,036,13
48,13:33:39 Z,01,07,159,07
48,13:33:39 Z,03,42,105,30
48,13:33:39 Z,04,76,082,18
48,13:33:39 Z,06,50,294,23
48,13:33:39 Z,07,08,182,
48,13:33:39 Z,09,62,230,30
48,13:33:39 Z,11,19,315,18
48,13:33:39 Z,17,08,228,07
48,13:33:39 Z,19,20,250,34
48,13:33:39 Z,26,08,074,
48,13:33:39 Z,31,13,036,09
49,13:33:44 Z,01,07,159,08
49,13:33:44 Z,03,42,105,30
49,13:33:44 Z,04,76,082,23
49,13:33:44 Z,06,50,294,22
49,13:33:44 Z,07,08,182,
49,13:33:44 Z,09,62,230,28
49,13:33:44 Z,11,19,315,22
49,13:33:44 Z,17,08,228,11
49,13:33:44 Z,19,20,250,33
49,13:33:44 Z,26,08,074,
49,13:33:44 Z,31,13,035,07
50,13:33:49 Z,01,07,159,10
50,13:33:49 Z,03,42,105,29
50,13:33:49 Z,04,76,082,28
50,13:33:49 Z,06,50,294,22
50,13:33:49 Z,07,08,182,
50,13:33:49 Z,09,62,230,34
50,13:33:49 Z,11,19,315,25
50,13:33:49 Z,17,08,228,11
50,13:33:49 Z,19,20,250,30
50,13:33:49 Z,26,08,074,
50,13:33:49 Z,31,13,035,11
51,13:33:54 Z,01,07,159,08
51,13:33:54 Z,03,42,105,33
51,13:33:54 Z,04,76,082,28
51,13:33:54 Z,06,50,294,18
51,13:33:54 Z,07,08,182,
51,13:33:54 Z,09,62,230,31
51,13:33:54 Z,11,19,315,19
51,13:33:54 Z,17,08,228,09
51,13:33:54 Z,19,20,250,34
51,13:33:54 Z,26,08,074,
51,13:33:54 Z,31,13,035,10
52,13:33:59 Z,01,06,159,12
52,13:33:59 Z,03,42,105,35
52,13:33:59 Z,04,76,082,22
52,13:33:59 Z,06,50,294,21
52,13:33:59 Z,07,08,182,
52,13:33:59 Z,09,62,230,35
52,13:33:59 Z,11,19,315,22
52,13:33:59 Z,17,08,228,09
52,13:33:59 Z,19,20,250,35
52,13:33:59 Z,26,08,074,
52,13:33:59 Z,31,13,035,11
53,13:34:04 Z,01,06,159,10
53,13:34:04 Z,03,42,105,26
53,13:34:04 Z,04,76,081,32
53,13:34:04 Z,06,50,294,17
53,13:34:04 Z,07,08,182,
53,13:34:04 Z,09,62,230,37
53,13:34:04 Z,11,19,315,17
53,13:34:04 Z,17,08,228,15
53,13:34:04 Z,19,20,250,31
53,13:34:04 Z,26,08,074,
53,13:34:04 Z,31,13,035,12
54,13:34:09 Z,01,06,159,08
54,13:34:09 Z,03,42,105,31
54,13:34:09 Z,04,76,081,29
54,13:34:09 Z,06,50,294,21
54,13:34:09 Z,07,08,182,
54,13:34:09 Z,09,62,230,31
54,13:34:09 Z,11,20,315,18
54,13:34:09 Z,17,08,228,09
54,13:34:09 Z,19,20,250,29
54,13:34:09 Z,26,08,074,
54,13:34:09 Z,31,13,035,12
55,13:34:14 Z,01,06,159,08
55,13:34:14 Z,03,42,105,31
55,13:34:14 Z,04,76,081,33
55,13:34:14 Z,06,50,294,17
55,13:34:14 Z,07,08,182,
55,13:34:14 Z,09,62,230,26
55,13:34:14 Z,11,20,315,16
55,13:34:14 Z,17,08,228,11
55,13:34:14 Z,19,20,250,26
55,13:34:14 Z,26,08,074,
55,13:34:14 Z,31,13,035,16
56,13:34:19 Z,01,06,159,08
56,13:34:19 Z,03,42,105,26
56,13:34:19 Z,04,76,081,27
56,13:34:19 Z,06,50,294,21
56,13:34:19 Z,07,08,182,
56,13:34:19 Z,09,62,230,39
56,13:34:19 Z,11,20,315,20
56,13:34:19 Z,17,08,228,08
56,13:34:19 Z,19,19,249,31
56,13:34:19 Z,26,08,074,
56,13:34:19 Z,31,13,035,09
57,13:34:24 Z,01,06,159,09
57,13:34:24 Z,03,42,105,32
57,13:34:24 Z,04,76,081,24
57,13:34:24 Z,06,50,294,20
57,13:34:24 Z,07,08,182,
57,13:34:24 Z,09,62,230,40
57,13:34:24 Z,11,20,315,18
57,13:34:24 Z,17,08,228,11
57,13:34:24 Z,19,19,249,33
57,13:34:24 Z,26,09,074,
57,13:34:24 Z,31,13,035,11
58,13:34:29 Z,01,06,159,08
58,13:34:29 Z,03,42,105,32
58,13:34:29 Z,04,76,081,34
58,13:34:29 Z,06,50,294,18
58,13:34:29 Z,07,08,182,
58,13:34:29 Z,09,62,230,30
58,13:34:29 Z,11,20,315,19
58,13:34:29 Z,17,08,228,06
58,13:34:29 Z,19,19,249,37
58,13:34:29 Z,26,09,074,
58,13:34:29 Z,31,13,035,09
59,13:34:34 Z,01,06,159,08
59,13:34:34 Z,03,42,105,31
59,13:34:34 Z,04,76,081,26
59,13:34:34 Z,06,50,294,19
59,13:34:34 Z,07,08,182,
59,13:34:34 Z,09,62,230,34
59,13:34:34 Z,11,20,315,21
59,13:34:34 Z,17,08,228,11
59,13:34:34 Z,19,19,249,33
59,13:34:34 Z,26,09,074,
59,13:34:34 Z,31,13,035,11
60,13:34:39 Z,01,06,159,11
60,13:34:39 Z,03,42,105,30
60,13:34:39 Z,04,76,081,25
60,13:34:39 Z,06,50,294,23
60,13:34:39 Z,07,08,182,
60,13:34:39 Z,09,62,230,36
60,13:34:39 Z,11,20,315,23
60,13:34:39 Z,17,08,228,14
60,13:34:39 Z,19,19,249,33
60,13:34:39 Z,26,09,074,
60,13:34:39 Z,31,13,035,09
61,13:34:44 Z,01,06,159,09
61,13:34:44 Z,03,42,105,32
61,13:34:44 Z,04,76,081,27
61,13:34:44 Z,06,50,294,25
61,13:34:44 Z,07,08,182,
61,13:34:44 Z,09,62,230,36
61,13:34:44 Z,11,20,315,22
61,13:34:44 Z,17,08,228,16
61,13:34:44 Z,19,19,249,34
61,13:34:44 Z,26,09,074,
61,13:34:44 Z,31,13,035,10
62,13:34:49 Z,01,06,159,11
62,13:34:49 Z,03,41,105,32
62,13:34:49 Z,04,76,081,27
62,13:34:49 Z,06,50,293,26
62,13:34:49 Z,07,08,182,
62,13:34:49 Z,09,62,230,36
62,13:34:49 Z,11,20,315,20
62,13:34:49 Z,17,08,228,18
62,13:34:49 Z,19,19,249,31
62,13:34:49 Z,26,09,074,
62,13:34:49 Z,31,13,035,12
63,13:34:54 Z,01,06,159,12
63,13:34:54 Z,03,41,105,32
63,13:34:54 Z,04,76,081,24
63,13:34:54 Z,06,50,293,27
63,13:34:54 Z,07,08,182,
63,13:34:54 Z,09,62,230,37
63,13:34:54 Z,11,20,315,19
63,13:34:54 Z,17,08,228,11
63,13:34:54 Z,19,19,249,32
63,13:34:54 Z,26,09,074,
63,13:34:54 Z,31,13,035,15
64,13:34:59 Z,01,06,159,07
64,13:34:59 Z,03,41,105,32
64,13:34:59 Z,04,76,081,22
64,13:34:59 Z,06,50,293,26
64,13:34:59 Z,07,08,182,
64,13:34:59 Z,09,62,230,35
64,13:34:59 Z,11,20,315,17
64,13:34:59 Z,17,07,227,13
64,13:34:59 Z,19,19,249,33
64,13:34:59 Z,26,09,074,
64,13:34:59 Z,31,13,035,08
65,13:35:04 Z,01,06,159,08
65,13:35:04 Z,03,41,105,31
65,13:35:04 Z,04,76,081,17
65,13:35:04 Z,06,50,293,26
65,13:35:04 Z,07,08,182,
65,13:35:04 Z,09,62,230,34
65,13:35:04 Z,11,20,315,17
65,13:35:04 Z,17,07,227,11
65,13:35:04 Z,19,19,249,33
65,13:35:04 Z,26,09,074,
65,13:35:04 Z,31,13,035,10
66,13:35:09 Z,01,06,159,11
66,13:35:09 Z,03,41,105,31
66,13:35:09 Z,04,76,081,10
66,13:35:09 Z,06,50,293,26
66,13:35:09 Z,07,08,182,
66,13:35:09 Z,09,62,230,34
66,13:35:09 Z,11,20,315,17
66,13:35:09 Z,17,07,227,16
66,13:35:09 Z,19,19,249,31
66,13:35:09 Z,26,09,073,
66,13:35:09 Z,31,13,035,08
67,13:35:14 Z,01,06,159,09
67,13:35:14 Z,03,41,105,27
67,13:35:14 Z,04,76,081,31
67,13:35:14 Z,06,50,293,20
67,13:35:14 Z,07,08,182,
67,13:35:14 Z,09,62,230,34
67,13:35:14 Z,11,20,315,14
67,13:35:14 Z,17,07,227,13
67,13:35:14 Z,19,19,249,37
67,13:35:14 Z,26,09,073,
67,13:35:14 Z,31,13,035,13
68,13:35:19 Z,01,06,159,06
68,13:35:19 Z,03,41,105,25
68,13:35:19 Z,04,76,081,28
68,13:35:19 Z,06,50,293,16
68,13:35:19 Z,07,08,182,
68,13:35:19 Z,09,62,230,33
68,13:35:19 Z,11,20,315,17
68,13:35:19 Z,17,07,227,10
68,13:35:19 Z,19,19,249,32
68,13:35:19 Z,26,09,073,
68,13:35:19 Z,31,13,035,11
69,13:35:24 Z,01,06,159,09
69,13:35:24 Z,03,41,105,34
