rid,date,time,lat,lng
67,2022-08-30,13:35:19 Z,52.479602,13.42248
68,2022-08-30,13:35:24 Z,52.479604333333334,13.422476
69,2022-08-30,13:35:29 Z,52.479600833333336,13.422477
70,2022-08-30,13:35:34 Z,52.47957533333334,13.422483
71,2022-08-30,13:35:39 Z,52.47956966666667,13.4224875
72,2022-08-30,13:35:44 Z,52.47956166666667,13.422510833333334
73,2022-08-30,13:35:49 Z,52.4795845,13.422502666666666
74,2022-08-30,13:35:54 Z,52.47956816666667,13.422499166666666
75,2022-08-30,13:35:59 Z,52.47961733333333,13.422477166666667
76,2022-08-30,13:36:04 Z,52.479653166666665,13.422414166666666
77,2022-08-30,13:36:09 Z,52.479664166666666,13.422337166666667
78,2022-08-30,13:36:14 Z,52.47967216666667,13.422220666666666
79,2022-08-30,13:36:19 Z,52.47970983333333,13.422103333333334
80,2022-08-30,13:36:24 Z,52.479739,13.422011166666667
81,2022-08-30,13:36:29 Z,52.479743666666664,13.421910166666667
82,2022-08-30,13:36:34 Z,52.47971183333333,13.4218375
83,2022-08-30,13:36:39 Z,52.47973666666667,13.4217355
84,2022-08-30,13:36:44 Z,52.4797195,13.421722
85,2022-08-30,13:36:49 Z,52.47952516666667,13.421778166666666
86,2022-08-30,13:36:54 Z,52.4793485,13.421792
87,2022-08-30,13:36:59 Z,52.47915033333334,13.421832166666666
88,2022-08-30,13:37:04 Z,52.47894616666667,13.421783833333333
89,2022-08-30,13:37:09 Z,52.478864333333334,13.421725833333333
90,2022-08-30,13:37:14 Z,52.478764,13.4217305
91,2022-08-30,13:37:19 Z,52.4786035,13.421701166666667
92,2022-08-30,13:37:24 Z,52.478469833333335,13.421714333333334
93,2022-08-30,13:37:29 Z,52.47827983333333,13.421799166666666
94,2022-08-30,13:37:34 Z,52.478135,13.421832833333333
95,2022-08-30,13:37:39 Z,52.4780445,13.421865166666667
96,2022-08-30,13:37:44 Z,52.47792,13.421916333333334
97,2022-08-30,13:37:49 Z,52.47782933333333,13.4219845
98,2022-08-30,13:37:54 Z,52.477750666666665,13.422032833333333
99,2022-08-30,13:37:59 Z,52.47771783333334,13.422103166666666
100,2022-08-30,13:38:04 Z,52.477672,13.422105666666667
101,2022-08-30,13:38:09 Z,52.477599833333336,13.422048833333333
102,2022-08-30,13:38:14 Z,52.4775195,13.422058166666666
103,2022-08-30,13:38:19 Z,52.477440333333334,13.421947333333334
104,2022-08-30,13:38:24 Z,52.4773625,13.421839
105,2022-08-30,13:38:29 Z,52.477293833333334,13.421719833333333
106,2022-08-30,13:38:34 Z,52.477210166666666,13.421568
107,2022-08-30,13:38:39 Z,52.47715683333333,13.421392166666667
108,2022-08-30,13:38:44 Z,52.4771015,13.421261666666666
109,2022-08-30,13:38:49 Z,52.4770345,13.421186
110,2022-08-30,13:38:54 Z,52.477006833333334,13.4211295
111,2022-08-30,13:38:59 Z,52.476959,13.420847666666667
112,2022-08-30,13:39:04 Z,52.47694333333333,13.420748666666666
113,2022-08-30,13:39:09 Z,52.476949833333336,13.420673833333334
114,2022-08-30,13:39:14 Z,52.47693316666667,13.4206165
115,2022-08-30,13:39:19 Z,52.4769285,13.420519833333334
116,2022-08-30,13:39:24 Z,52.4769595,13.420432
117,2022-08-30,13:39:29 Z,52.476956666666666,13.420395
118,2022-08-30,13:39:34 Z,52.476920166666666,13.420378
119,2022-08-30,13:39:39 Z,52.476923,13.420334
120,2022-08-30,13:39:44 Z,52.476956,13.420265666666667
121,2022-08-30,13:39:49 Z,52.47697016666667,13.420209666666667
122,2022-08-30,13:39:54 Z,52.477068833333334,13.420162333333334
123,2022-08-30,13:39:59 Z,52.47726016666667,13.4200295
124,2022-08-30,13:40:04 Z,52.477382166666665,13.419951333333334
125,2022-08-30,13:40:09 Z,52.47752283333333,13.4198495
126,2022-08-30,13:40:14 Z,52.477683,13.4197835
127,2022-08-30,13:40:19 Z,52.477744666666666,13.419763
128,2022-08-30,13:40:24 Z,52.477866166666665,13.419679666666667
129,2022-08-30,13:40:29 Z,52.47797083333333,13.4196365
130,2022-08-30,13:40:34 Z,52.47807316666667,13.4195935
131,2022-08-30,13:40:39 Z,52.478201,13.419551666666667
132,2022-08-30,13:40:44 Z,52.478274,13.419517833333334
133,2022-08-30,13:40:49 Z,52.4782945,13.4195185
134,2022-08-30,13:40:54 Z,52.47830366666667,13.419527
135,2022-08-30,13:40:59 Z,52.47829733333333,13.4195365
136,2022-08-30,13:41:04 Z,52.478312833333334,13.4195155
137,2022-08-30,13:41:09 Z,52.47834116666667,13.419501
138,2022-08-30,13:41:14 Z,52.47835166666667,13.419482
139,2022-08-30,13:41:19 Z,52.47836516666667,13.419487166666666
140,2022-08-30,13:41:24 Z,52.478389166666666,13.419508
141,2022-08-30,13:41:29 Z,52.47841066666667,13.4195075
142,2022-08-30,13:41:34 Z,52.478438,13.419532833333333
143,2022-08-30,13:41:39 Z,52.4784395,13.419525333333333
144,2022-08-30,13:41:44 Z,52.47842166666667,13.419527
145,2022-08-30,13:41:49 Z,52.47843866666667,13.4195525
146,2022-08-30,13:41:54 Z,52.4784275,13.419578
147,2022-08-30,13:41:59 Z,52.47845433333333,13.419600333333333
148,2022-08-30,13:42:04 Z,52.47844666666667,13.419596
149,2022-08-30,13:42:09 Z,52.47843783333333,13.419600333333333
150,2022-08-30,13:42:14 Z,52.478440666666664,13.419589333333333
151,2022-08-30,13:42:19 Z,52.47844083333333,13.419599333333334
152,2022-08-30,13:42:24 Z,52.47843483333333,13.419621833333334
153,2022-08-30,13:42:29 Z,52.47844666666667,13.4196165
154,2022-08-30,13:42:34 Z,52.4784415,13.419621333333334
155,2022-08-30,13:42:39 Z,52.478454,13.419632166666666
156,2022-08-30,13:42:44 Z,52.478458833333335,13.419657
157,2022-08-30,13:42:49 Z,52.478464833333334,13.419651833333333
158,2022-08-30,13:42:54 Z,52.478453333333334,13.4196325
159,2022-08-30,13:42:59 Z,52.47842266666667,13.419605666666667
160,2022-08-30,13:43:04 Z,52.47841183333333,13.4196095
161,2022-08-30,13:43:09 Z,52.47838,13.419583
162,2022-08-30,13:43:14 Z,52.47836366666667,13.419594333333333
163,2022-08-30,13:43:19 Z,52.47836566666667,13.419604833333333
164,2022-08-30,13:43:24 Z,52.4783705,13.419611333333334
165,2022-08-30,13:43:29 Z,52.478375166666666,13.419612333333333
166,2022-08-30,13:43:34 Z,52.4783775,13.419600166666667
167,2022-08-30,13:43:39 Z,52.478392166666666,13.419639
168,2022-08-30,13:43:44 Z,52.4783975,13.4196795
169,2022-08-30,13:43:49 Z,52.47841016666667,13.4196935
170,2022-08-30,13:43:54 Z,52.478411,13.4197105
171,2022-08-30,13:43:59 Z,52.478407833333335,13.419703666666667
172,2022-08-30,13:44:04 Z,52.478413833333335,13.419706166666666
173,2022-08-30,13:44:09 Z,52.478395666666664,13.4197255
174,2022-08-30,13:44:14 Z,52.478384,13.41976
175,2022-08-30,13:44:19 Z,52.47837116666667,13.419766
176,2022-08-30,13:44:24 Z,52.478369,13.419800833333333
177,2022-08-30,13:44:29 Z,52.4783935,13.419839333333334
178,2022-08-30,13:44:34 Z,52.47838516666667,13.4198905
179,2022-08-30,13:44:39 Z,52.478395166666665,13.419864833333333
180,2022-08-30,13:44:44 Z,52.478416833333334,13.419794333333334
181,2022-08-30,13:44:49 Z,52.47842166666667,13.419784833333333
182,2022-08-30,13:44:54 Z,52.478431666666665,13.419800833333333
183,2022-08-30,13:44:59 Z,52.478440666666664,13.4197815
184,2022-08-30,13:45:04 Z,52.47840633333333,13.419755833333333
185,2022-08-30,13:45:09 Z,52.478405,13.419744333333334
186,2022-08-30,13:45:14 Z,52.478404166666664,13.419738666666667
187,2022-08-30,13:45:19 Z,52.47838866666667,13.4197545
188,2022-08-30,13:45:24 Z,52.478388833333334,13.419751333333334
189,2022-08-30,13:45:29 Z,52.478399,13.4197155
190,2022-08-30,13:45:34 Z,52.47840266666667,13.419673333333334
191,2022-08-30,13:45:39 Z,52.4784015,13.419638166666667
192,2022-08-30,13:45:44 Z,52.47839833333333,13.419613833333333
193,2022-08-30,13:45:49 Z,52.47841,13.419580166666666
194,2022-08-30,13:45:54 Z,52.47843183333333,13.419564333333334
195,2022-08-30,13:45:59 Z,52.4784535,13.419558833333333
196,2022-08-30,13:46:04 Z,52.4784855,13.419550166666667
197,2022-08-30,13:46:09 Z,52.47849466666667,13.419548
198,2022-08-30,13:46:14 Z,52.47850583333334,13.4195825
199,2022-08-30,13:46:19 Z,52.47851,13.419602166666667
200,2022-08-30,13:46:24 Z,52.47850366666667,13.4195935
201,2022-08-30,13:46:29 Z,52.478495333333335,13.419614833333334
202,2022-08-30,13:46:34 Z,52.478495333333335,13.419616833333333
203,2022-08-30,13:46:39 Z,52.47848466666667,13.419619833333334
204,2022-08-30,13:46:44 Z,52.4784825,13.419615666666667
205,2022-08-30,13:46:49 Z,52.47848033333333,13.419651666666667
206,2022-08-30,13:46:54 Z,52.478486833333335,13.419701333333334
207,2022-08-30,13:46:59 Z,52.47849333333333,13.419760833333333
208,2022-08-30,13:47:04 Z,52.47850233333333,13.419751833333333
209,2022-08-30,13:47:09 Z,52.47850833333333,13.419740000000001
210,2022-08-30,13:47:14 Z,52.47849083333333,13.419737166666666
211,2022-08-30,13:47:19 Z,52.47849183333334,13.419721
212,2022-08-30,13:47:24 Z,52.4785005,13.419721
213,2022-08-30,13:47:29 Z,52.47850533333333,13.419717333333333
214,2022-08-30,13:47:34 Z,52.47849183333334,13.419726
215,2022-08-30,13:47:39 Z,52.47847433333333,13.4197245
216,2022-08-30,13:47:44 Z,52.478455333333336,13.419686333333333
217,2022-08-30,13:47:49 Z,52.478399,13.4196915
218,2022-08-30,13:47:54 Z,52.478233,13.4196255
219,2022-08-30,13:47:59 Z,52.47815766666667,13.4196355
220,2022-08-30,13:48:04 Z,52.478058833333336,13.4196315
221,2022-08-30,13:48:09 Z,52.4780055,13.419662166666667
222,2022-08-30,13:48:14 Z,52.4779765,13.419774333333333
223,2022-08-30,13:48:19 Z,52.4779235,13.419861333333333
224,2022-08-30,13:48:24 Z,52.477832666666664,13.419928
225,2022-08-30,13:48:29 Z,52.477704333333335,13.420021333333333
226,2022-08-30,13:48:34 Z,52.477526,13.420204833333333
227,2022-08-30,13:48:39 Z,52.47741083333333,13.420190999999999
228,2022-08-30,13:48:44 Z,52.4773085,13.420148333333334
229,2022-08-30,13:48:49 Z,52.47725883333333,13.4201635
230,2022-08-30,13:48:54 Z,52.47722916666667,13.420175166666667
231,2022-08-30,13:48:59 Z,52.47720666666667,13.420139666666667
232,2022-08-30,13:49:04 Z,52.4771585,13.420120833333334
233,2022-08-30,13:49:09 Z,52.47713683333333,13.420105833333333
234,2022-08-30,13:49:14 Z,52.4771055,13.4200825
235,2022-08-30,13:49:19 Z,52.47710216666667,13.420074833333333
236,2022-08-30,13:49:24 Z,52.4770845,13.420063833333334
237,2022-08-30,13:49:29 Z,52.477048333333336,13.420051
238,2022-08-30,13:49:34 Z,52.477019166666665,13.420037833333334
239,2022-08-30,13:49:39 Z,52.4770005,13.420029666666666
240,2022-08-30,13:49:44 Z,52.47699316666667,13.420009666666667
241,2022-08-30,13:49:49 Z,52.47699566666667,13.419995166666666
242,2022-08-30,13:49:54 Z,52.476988166666665,13.420002333333333
243,2022-08-30,13:49:59 Z,52.4770075,13.420002833333333
244,2022-08-30,13:50:04 Z,52.4770035,13.420034666666666
245,2022-08-30,13:50:09 Z,52.47699933333333,13.420054
246,2022-08-30,13:50:14 Z,52.476971666666664,13.420066666666667
247,2022-08-30,13:50:19 Z,52.4769445,13.420088333333334
248,2022-08-30,13:50:24 Z,52.4769085,13.4200615
249,2022-08-30,13:50:29 Z,52.47687583333333,13.420069333333334
250,2022-08-30,13:50:34 Z,52.476867,13.420089333333333
251,2022-08-30,13:50:39 Z,52.476863333333334,13.420135333333333
252,2022-08-30,13:50:44 Z,52.4768695,13.420178666666667
253,2022-08-30,13:50:49 Z,52.4768625,13.4201935
254,2022-08-30,13:50:54 Z,52.47685283333333,13.420196333333333
255,2022-08-30,13:50:59 Z,52.476857,13.420188833333333
256,2022-08-30,13:50:59 Z,52.476857,13.420188833333333
257,2022-08-30,13:51:04 Z,52.47687416666667,13.420178333333332
258,2022-08-30,13:51:09 Z,52.47688566666667,13.420175
259,2022-08-30,13:51:14 Z,52.476878666666664,13.4201725
260,2022-08-30,13:51:19 Z,52.476891333333334,13.4201775
261,2022-08-30,13:51:24 Z,52.47690466666667,13.420184166666667
262,2022-08-30,13:51:29 Z,52.47692933333333,13.420195166666666
263,2022-08-30,13:51:34 Z,52.47695516666667,13.420217333333333
264,2022-08-30,13:51:39 Z,52.47696933333334,13.420234833333334
265,2022-08-30,13:51:44 Z,52.476989833333334,13.420248333333333
266,2022-08-30,13:51:49 Z,52.477021666666666,13.420233666666666
267,2022-08-30,13:51:54 Z,52.477036,13.420216666666667
268,2022-08-30,13:51:59 Z,52.476976666666665,13.420226166666666
269,2022-08-30,13:52:04 Z,52.47692883333333,13.420261
270,2022-08-30,13:52:09 Z,52.476916833333334,13.420263333333333
271,2022-08-30,13:52:14 Z,52.47693,13.420246666666667
272,2022-08-30,13:52:19 Z,52.476894333333334,13.420278166666666
273,2022-08-30,13:52:24 Z,52.47688016666667,13.420298666666667
274,2022-08-30,13:52:29 Z,52.476878166666665,13.4203085
275,2022-08-30,13:52:34 Z,52.47686983333333,13.420348166666667
276,2022-08-30,13:52:39 Z,52.476875166666666,13.4203755
277,2022-08-30,13:52:44 Z,52.476882,13.420389333333333
278,2022-08-30,13:52:49 Z,52.47690266666667,13.420384
279,2022-08-30,13:52:54 Z,52.476916333333335,13.420370666666667
280,2022-08-30,13:52:59 Z,52.4769425,13.420361333333334
281,2022-08-30,13:53:04 Z,52.47696033333333,13.42034
282,2022-08-30,13:53:09 Z,52.4769795,13.420335
283,2022-08-30,13:53:14 Z,52.476984333333334,13.420335833333333
284,2022-08-30,13:53:19 Z,52.47699933333333,13.420340166666668
285,2022-08-30,13:53:24 Z,52.477003833333335,13.4203225
286,2022-08-30,13:53:29 Z,52.477035666666666,13.420277166666667
287,2022-08-30,13:53:34 Z,52.47701133333333,13.420282333333333
288,2022-08-30,13:53:39 Z,52.47697983333333,13.420295
289,2022-08-30,13:53:44 Z,52.476952,13.4202995
290,2022-08-30,13:53:49 Z,52.476931666666665,13.420295333333334
291,2022-08-30,13:53:54 Z,52.476912,13.420310833333334
292,2022-08-30,13:53:59 Z,52.476906666666665,13.420307
293,2022-08-30,13:54:04 Z,52.476915,13.4203165
294,2022-08-30,13:54:09 Z,52.476956,13.420317
295,2022-08-30,13:54:14 Z,52.476947,13.420313333333333
296,2022-08-30,13:54:19 Z,52.47692966666666,13.420319333333333
297,2022-08-30,13:54:24 Z,52.47696116666667,13.4203255
298,2022-08-30,13:54:29 Z,52.476984,13.42033
299,2022-08-30,13:54:34 Z,52.47698966666667,13.420325833333333
300,2022-08-30,13:54:39 Z,52.477016666666664,13.4203135
301,2022-08-30,13:54:44 Z,52.477033666666664,13.420294166666666
302,2022-08-30,13:54:49 Z,52.4770625,13.420296666666667
303,2022-08-30,13:54:54 Z,52.4770655,13.420317166666667
304,2022-08-30,13:54:59 Z,52.477067166666664,13.420331666666666
305,2022-08-30,13:55:04 Z,52.477071333333335,13.4203495
306,2022-08-30,13:55:09 Z,52.47708183333334,13.4203625
307,2022-08-30,13:55:14 Z,52.477072,13.420362666666666
308,2022-08-30,13:55:19 Z,52.47704,13.420354
309,2022-08-30,13:55:24 Z,52.47700533333333,13.420339
310,2022-08-30,13:55:29 Z,52.4770265,13.4203375
311,2022-08-30,13:55:34 Z,52.477020833333334,13.420317333333333
312,2022-08-30,13:55:39 Z,52.4769775,13.420290333333334
313,2022-08-30,13:55:44 Z,52.476958,13.420278833333333
314,2022-08-30,13:55:49 Z,52.476978333333335,13.420252333333334
315,2022-08-30,13:55:54 Z,52.476987,13.420231666666666
316,2022-08-30,13:55:59 Z,52.4770055,13.420209333333334
317,2022-08-30,13:56:04 Z,52.477023,13.420193833333334
318,2022-08-30,13:56:09 Z,52.47701716666667,13.420192333333333
319,2022-08-30,13:56:14 Z,52.477022,13.4201935
320,2022-08-30,13:56:19 Z,52.477009333333335,13.420194500000001
321,2022-08-30,13:56:24 Z,52.47696966666667,13.420185833333333
322,2022-08-30,13:56:29 Z,52.4769355,13.420186166666667
323,2022-08-30,13:56:34 Z,52.4769205,13.4202075
324,2022-08-30,13:56:39 Z,52.476917666666665,13.420241
325,2022-08-30,13:56:44 Z,52.4769225,13.420269833333334
326,2022-08-30,13:56:49 Z,52.476942333333334,13.4202995
327,2022-08-30,13:56:54 Z,52.47695183333333,13.420312
328,2022-08-30,13:56:59 Z,52.4769745,13.420309833333333
329,2022-08-30,13:57:04 Z,52.4769845,13.4203305
330,2022-08-30,13:57:09 Z,52.4769905,13.4203565
331,2022-08-30,13:57:14 Z,52.477008833333336,13.4203495
332,2022-08-30,13:57:19 Z,52.477014833333335,13.420346666666667
333,2022-08-30,13:57:24 Z,52.47702116666667,13.4203375
334,2022-08-30,13:57:29 Z,52.4770225,13.420314333333334
335,2022-08-30,13:57:34 Z,52.47701983333333,13.420301666666667
336,2022-08-30,13:57:39 Z,52.477005,13.420306833333333
337,2022-08-30,13:57:44 Z,52.477000333333336,13.420334166666667
338,2022-08-30,13:57:49 Z,52.47697866666667,13.4203245
339,2022-08-30,13:57:54 Z,52.47696233333333,13.4203085
340,2022-08-30,13:57:59 Z,52.4769535,13.4203125
341,2022-08-30,13:58:04 Z,52.476939,13.420304333333334
342,2022-08-30,13:58:09 Z,52.4769265,13.4202975
343,2022-08-30,13:58:14 Z,52.476934166666666,13.420281333333334
344,2022-08-30,13:58:19 Z,52.47694166666667,13.420272166666667
345,2022-08-30,13:58:24 Z,52.476960166666665,13.420252
346,2022-08-30,13:58:29 Z,52.4769845,13.420236666666666
347,2022-08-30,13:58:34 Z,52.47698166666667,13.420213833333333
348,2022-08-30,13:58:39 Z,52.477028833333335,13.420195833333333
349,2022-08-30,13:58:44 Z,52.47707666666667,13.4201935
350,2022-08-30,13:58:49 Z,52.47709,13.420188166666666
351,2022-08-30,13:58:54 Z,52.47707416666667,13.420215
352,2022-08-30,13:58:59 Z,52.477077,13.420238666666666
353,2022-08-30,13:58:59 Z,52.477077,13.420238666666666
354,2022-08-30,13:59:04 Z,52.477076333333336,13.420261833333333
355,2022-08-30,13:59:09 Z,52.477044666666664,13.420285333333334
356,2022-08-30,13:59:14 Z,52.477012333333334,13.420311333333334
357,2022-08-30,13:59:19 Z,52.47700283333333,13.420315333333333
358,2022-08-30,13:59:24 Z,52.476992333333335,13.420303833333334
359,2022-08-30,13:59:29 Z,52.47699883333333,13.420331833333334
360,2022-08-30,13:59:34 Z,52.477008833333336,13.420341833333334
361,2022-08-30,13:59:39 Z,52.477025833333336,13.420357166666667
362,2022-08-30,13:59:44 Z,52.47704266666667,13.4203335
363,2022-08-30,13:59:49 Z,52.477064,13.420324
364,2022-08-30,13:59:54 Z,52.477076333333336,13.420297833333333
365,2022-08-30,13:59:59 Z,52.47708433333333,13.420280666666667
366,2022-08-30,14:00:04 Z,52.47708433333333,13.420278833333333
367,2022-08-30,14:00:09 Z,52.47708266666667,13.420294666666667
368,2022-08-30,14:00:14 Z,52.4770645,13.4202905
369,2022-08-30,14:00:19 Z,52.477023,13.420303666666667
370,2022-08-30,14:00:24 Z,52.477008,13.42031
371,2022-08-30,14:00:29 Z,52.47697466666666,13.420295833333334
372,2022-08-30,14:00:34 Z,52.476955,13.420267666666666
373,2022-08-30,14:00:39 Z,52.47695183333333,13.420224833333334
374,2022-08-30,14:00:44 Z,52.476966166666664,13.420184833333334
375,2022-08-30,14:00:49 Z,52.476981,13.420144166666667
376,2022-08-30,14:00:54 Z,52.476983833333335,13.420142333333333
377,2022-08-30,14:00:59 Z,52.47699933333333,13.420148333333334
378,2022-08-30,14:01:04 Z,52.477010666666665,13.420167666666666
379,2022-08-30,14:01:09 Z,52.47701966666666,13.420151833333334
380,2022-08-30,14:01:14 Z,52.477018,13.420187666666667
381,2022-08-30,14:01:19 Z,52.477014,13.420175833333333
382,2022-08-30,14:01:24 Z,52.47700716666667,13.420177666666667
383,2022-08-30,14:01:29 Z,52.477032333333334,13.420168666666667
384,2022-08-30,14:01:34 Z,52.477016,13.420137333333333
385,2022-08-30,14:01:39 Z,52.47696916666666,13.420166833333333
386,2022-08-30,14:01:44 Z,52.47692816666667,13.420217333333333
387,2022-08-30,14:01:49 Z,52.4769195,13.420277
388,2022-08-30,14:01:54 Z,52.47692,13.420289166666667
389,2022-08-30,14:01:59 Z,52.47689616666667,13.4203125
390,2022-08-30,14:02:04 Z,52.47686233333334,13.420356666666667
391,2022-08-30,14:02:09 Z,52.47684983333333,13.420364
392,2022-08-30,14:02:14 Z,52.4768765,13.420332833333333
393,2022-08-30,14:02:19 Z,52.47686733333333,13.420342666666667
394,2022-08-30,14:02:24 Z,52.4768555,13.4203855
395,2022-08-30,14:02:29 Z,52.4768495,13.420398833333333
396,2022-08-30,14:02:34 Z,52.476835666666666,13.420424
397,2022-08-30,14:02:39 Z,52.476831,13.420437833333333
398,2022-08-30,14:02:44 Z,52.476833166666665,13.420436833333333
399,2022-08-30,14:02:49 Z,52.4768405,13.420424666666667
400,2022-08-30,14:02:54 Z,52.47683033333333,13.420438
401,2022-08-30,14:02:59 Z,52.476823833333334,13.420442
402,2022-08-30,14:03:04 Z,52.47682833333333,13.420460833333333
403,2022-08-30,14:03:09 Z,52.47684016666667,13.420480333333334
404,2022-08-30,14:03:14 Z,52.47683716666667,13.420485333333334
405,2022-08-30,14:03:19 Z,52.47683983333334,13.420483
406,2022-08-30,14:03:24 Z,52.47684266666667,13.420473333333334
407,2022-08-30,14:03:29 Z,52.476840333333335,13.420449666666666
408,2022-08-30,14:03:34 Z,52.47683633333333,13.420434333333333
409,2022-08-30,14:03:39 Z,52.476839166666664,13.420433666666666
410,2022-08-30,14:03:44 Z,52.476851333333336,13.420432166666666
411,2022-08-30,14:03:49 Z,52.476868333333336,13.420434666666667
412,2022-08-30,14:03:54 Z,52.4768815,13.420432833333333
413,2022-08-30,14:03:59 Z,52.4768945,13.420432666666667
414,2022-08-30,14:04:04 Z,52.476904166666664,13.420435666666666
415,2022-08-30,14:04:09 Z,52.4769115,13.420439333333332
416,2022-08-30,14:04:14 Z,52.476921833333336,13.4204485
417,2022-08-30,14:04:19 Z,52.47694516666667,13.4204615
418,2022-08-30,14:04:24 Z,52.47699083333333,13.420480666666666
419,2022-08-30,14:04:29 Z,52.47703683333334,13.420466
420,2022-08-30,14:04:34 Z,52.477058,13.420463333333334
421,2022-08-30,14:04:39 Z,52.477079833333335,13.420437833333333
422,2022-08-30,14:04:44 Z,52.47708033333333,13.420423833333333
423,2022-08-30,14:04:49 Z,52.4770735,13.420414666666666
424,2022-08-30,14:04:54 Z,52.47704133333333,13.4204175
425,2022-08-30,14:04:59 Z,52.477016166666665,13.420418666666666
426,2022-08-30,14:05:04 Z,52.47699016666667,13.4204245
427,2022-08-30,14:05:09 Z,52.4769875,13.420406
428,2022-08-30,14:05:14 Z,52.4769725,13.4204065
429,2022-08-30,14:05:19 Z,52.4769805,13.420388333333333
430,2022-08-30,14:05:24 Z,52.476984,13.420385
431,2022-08-30,14:05:29 Z,52.476953333333334,13.420443666666667
432,2022-08-30,14:05:34 Z,52.476948,13.420453
433,2022-08-30,14:05:39 Z,52.47698916666667,13.420454166666667
434,2022-08-30,14:05:44 Z,52.47702983333333,13.420440833333334
435,2022-08-30,14:05:49 Z,52.477077,13.4204335
436,2022-08-30,14:05:54 Z,52.477107333333336,13.420415666666667
437,2022-08-30,14:05:59 Z,52.47711233333333,13.420415833333333
438,2022-08-30,14:06:04 Z,52.477097666666666,13.420415333333333
439,2022-08-30,14:06:09 Z,52.477068333333335,13.4204315
440,2022-08-30,14:06:14 Z,52.47702833333334,13.420446666666667
441,2022-08-30,14:06:19 Z,52.4769935,13.4204145
442,2022-08-30,14:06:24 Z,52.476951666666665,13.4204015
443,2022-08-30,14:06:29 Z,52.476919333333335,13.420379333333333
444,2022-08-30,14:06:34 Z,52.47689866666666,13.420352833333334
445,2022-08-30,14:06:39 Z,52.47687883333333,13.420339333333333
446,2022-08-30,14:06:44 Z,52.4768695,13.420361166666666
447,2022-08-30,14:06:49 Z,52.476864666666664,13.420369166666667
448,2022-08-30,14:06:54 Z,52.4768605,13.420338
449,2022-08-30,14:06:59 Z,52.476861666666665,13.420328333333334
450,2022-08-30,14:07:04 Z,52.476858166666666,13.420287
451,2022-08-30,14:07:09 Z,52.4768445,13.420277
452,2022-08-30,14:07:14 Z,52.4768515,13.420265666666667
453,2022-08-30,14:07:19 Z,52.47686083333333,13.420276333333334
454,2022-08-30,14:07:24 Z,52.4768795,13.420243333333334
455,2022-08-30,14:07:29 Z,52.476906,13.420255833333334
456,2022-08-30,14:07:34 Z,52.47694533333333,13.420248666666666
457,2022-08-30,14:07:39 Z,52.47698316666666,13.420235166666666
458,2022-08-30,14:07:44 Z,52.477020833333334,13.4201825
459,2022-08-30,14:07:49 Z,52.47705216666667,13.4201705
460,2022-08-30,14:07:54 Z,52.4770645,13.420178166666666
461,2022-08-30,14:07:59 Z,52.47706616666667,13.4201665
462,2022-08-30,14:08:04 Z,52.47707033333333,13.420166333333333
463,2022-08-30,14:08:09 Z,52.477073833333336,13.420175333333333
464,2022-08-30,14:08:14 Z,52.477075,13.420194833333333
465,2022-08-30,14:08:19 Z,52.4770795,13.420208333333333
466,2022-08-30,14:08:24 Z,52.477081,13.4202145
467,2022-08-30,14:08:29 Z,52.47709066666667,13.420202166666666
468,2022-08-30,14:08:34 Z,52.477089166666666,13.420214166666666
469,2022-08-30,14:08:39 Z,52.47708683333333,13.420239
470,2022-08-30,14:08:44 Z,52.477089666666664,13.420272666666667
471,2022-08-30,14:08:49 Z,52.477123166666665,13.420285833333333
472,2022-08-30,14:08:54 Z,52.47715616666667,13.420315166666667
473,2022-08-30,14:08:59 Z,52.4771655,13.4203165
474,2022-08-30,14:09:04 Z,52.4771745,13.420329166666667
475,2022-08-30,14:09:09 Z,52.47717,13.420341333333333
476,2022-08-30,14:09:14 Z,52.477177166666664,13.420361666666667
477,2022-08-30,14:09:19 Z,52.47717166666666,13.420378333333334
478,2022-08-30,14:09:24 Z,52.477166,13.420391
479,2022-08-30,14:09:29 Z,52.47715733333333,13.420384166666667
480,2022-08-30,14:09:34 Z,52.47714333333333,13.420371833333334
481,2022-08-30,14:09:39 Z,52.4771655,13.420346666666667
482,2022-08-30,14:09:44 Z,52.477134166666666,13.4203185
483,2022-08-30,14:09:49 Z,52.47709866666667,13.420294166666666
484,2022-08-30,14:09:54 Z,52.477118833333336,13.420296333333333
485,2022-08-30,14:09:54 Z,52.477118833333336,13.420296333333333
486,2022-08-30,14:09:59 Z,52.47711066666667,13.420284666666667
487,2022-08-30,14:10:04 Z,52.477069166666666,13.420262833333334
488,2022-08-30,14:10:09 Z,52.477031,13.420249666666667
489,2022-08-30,14:10:14 Z,52.47701,13.420244
490,2022-08-30,14:10:19 Z,52.47699583333333,13.420238333333334
491,2022-08-30,14:10:24 Z,52.477004666666666,13.420240666666666
492,2022-08-30,14:10:29 Z,52.47699716666666,13.4202375
493,2022-08-30,14:10:34 Z,52.47699183333334,13.420234666666667
494,2022-08-30,14:10:39 Z,52.47699083333333,13.420228333333334
495,2022-08-30,14:10:44 Z,52.47700416666667,13.420192166666666
496,2022-08-30,14:10:49 Z,52.476993666666665,13.420200166666667
497,2022-08-30,14:10:54 Z,52.47701433333334,13.420196666666667
498,2022-08-30,14:10:59 Z,52.477025833333336,13.420208666666667
